model,file,token_count,iso_script,iso_639_3,script,name,cc_pages,speakers,script_prevalence,cc_spk_rank
moonshotai/Kimi-K3,fao_Latn.dev,53228,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fao_Latn.dev,51551,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
meta-llama/Llama-2-7b-hf,fao_Latn.dev,57790,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,fao_Latn.dev,49147,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
CohereLabs/aya-expanse-8b,fao_Latn.dev,51420,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
deepseek-ai/DeepSeek-V4.1-Flash,fao_Latn.dev,52252,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
meta-models/Muse-Glimmer-30B,fao_Latn.dev,47448,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
google/gemma-4-E4B-it,fao_Latn.dev,48424,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
ibm-granite/granite-4.1-3b,fao_Latn.dev,53108,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
facebook/nllb-200-3.3B,fao_Latn.dev,37905,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
CohereLabs/c4ai-command-r-08-2024,fao_Latn.dev,51420,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
gpt-5,fao_Latn.dev,41854,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
gpt-6-astra,fao_Latn.dev,41854,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
claude-opus-4-8,fao_Latn.dev,66036,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
claude-fable-5,fao_Latn.dev,66036,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
gemini-3.1-pro-preview,fao_Latn.dev,48425,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
gemini-3.8-flash,fao_Latn.dev,48425,fao_Latn,fao,Latn,Faroese,112746.0,49000.0,,80
openai/gpt-oss-20b,fij_Latn.dev,46695,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
CohereLabs/command-a-plus-05-2026-bf16,fij_Latn.dev,50064,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
meta-llama/Llama-4-Scout-17B-16E-Instruct,fij_Latn.dev,50218,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
zai-org/GLM-5.3,fij_Latn.dev,54445,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
google/gemma-3-4b-it,fij_Latn.dev,50190,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,fij_Latn.dev,48181,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
ibm-granite/granite-4.1-8b,fij_Latn.dev,55008,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
CohereLabs/c4ai-command-a-03-2025,fij_Latn.dev,53075,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
Qwen/Qwen3.6-35B-A3B,fij_Latn.dev,53605,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
facebook/nllb-moe-54b,fij_Latn.dev,38174,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,fij_Latn.dev,53747,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
meta-llama/Llama-3.3-70B-Instruct,fij_Latn.dev,54606,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
allenai/Olmo-3-1125-32B,fij_Latn.dev,55008,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
allenai/Olmo-3.1-32B-Instruct,fij_Latn.dev,55008,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
meta-llama/Llama-3.2-3B-Instruct,fij_Latn.dev,54606,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fij_Latn.dev,55387,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
CohereLabs/tiny-aya-base,fij_Latn.dev,50726,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
deepseek-ai/DeepSeek-V4-Flash,fij_Latn.dev,53767,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
tiiuae/Falcon3-7B-Instruct,fij_Latn.dev,56422,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
mistralai/Ministral-3-8B-Instruct-2512,fij_Latn.dev,53747,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
microsoft/phi-4,fij_Latn.dev,55008,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
Qwen/Qwen3-8B,fij_Latn.dev,55387,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
moonshotai/Kimi-K3,fij_Latn.dev,54834,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fij_Latn.dev,47061,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
meta-llama/Llama-2-7b-hf,fij_Latn.dev,60365,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,fij_Latn.dev,53747,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
CohereLabs/aya-expanse-8b,fij_Latn.dev,53073,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
deepseek-ai/DeepSeek-V4.1-Flash,fij_Latn.dev,53767,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
meta-models/Muse-Glimmer-30B,fij_Latn.dev,50218,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
google/gemma-4-E4B-it,fij_Latn.dev,50189,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
ibm-granite/granite-4.1-3b,fij_Latn.dev,55008,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
facebook/nllb-200-3.3B,fij_Latn.dev,38174,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
CohereLabs/c4ai-command-r-08-2024,fij_Latn.dev,53073,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
gpt-5,fij_Latn.dev,46701,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
gpt-6-astra,fij_Latn.dev,46701,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
claude-opus-4-8,fij_Latn.dev,75447,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
claude-fable-5,fij_Latn.dev,75447,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
gemini-3.1-pro-preview,fij_Latn.dev,50190,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
gemini-3.8-flash,fij_Latn.dev,50190,fij_Latn,fij,Latn,Fijian,2665.0,370000.0,,125
openai/gpt-oss-20b,fin_Latn.dev,39818,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
CohereLabs/command-a-plus-05-2026-bf16,fin_Latn.dev,38506,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
meta-llama/Llama-4-Scout-17B-16E-Instruct,fin_Latn.dev,41300,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
zai-org/GLM-5.3,fin_Latn.dev,47460,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
google/gemma-3-4b-it,fin_Latn.dev,43960,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,fin_Latn.dev,51827,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
ibm-granite/granite-4.1-8b,fin_Latn.dev,51456,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
CohereLabs/c4ai-command-a-03-2025,fin_Latn.dev,50701,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
Qwen/Qwen3.6-35B-A3B,fin_Latn.dev,44022,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
facebook/nllb-moe-54b,fin_Latn.dev,35197,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,fin_Latn.dev,43673,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
meta-llama/Llama-3.3-70B-Instruct,fin_Latn.dev,51234,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
allenai/Olmo-3-1125-32B,fin_Latn.dev,51456,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
allenai/Olmo-3.1-32B-Instruct,fin_Latn.dev,51456,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
meta-llama/Llama-3.2-3B-Instruct,fin_Latn.dev,51234,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fin_Latn.dev,51828,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
CohereLabs/tiny-aya-base,fin_Latn.dev,39144,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
deepseek-ai/DeepSeek-V4-Flash,fin_Latn.dev,48114,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
tiiuae/Falcon3-7B-Instruct,fin_Latn.dev,54411,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
mistralai/Ministral-3-8B-Instruct-2512,fin_Latn.dev,43673,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
microsoft/phi-4,fin_Latn.dev,51456,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
Qwen/Qwen3-8B,fin_Latn.dev,51828,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
moonshotai/Kimi-K3,fin_Latn.dev,51440,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fin_Latn.dev,51132,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
meta-llama/Llama-2-7b-hf,fin_Latn.dev,57753,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,fin_Latn.dev,43673,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
CohereLabs/aya-expanse-8b,fin_Latn.dev,50699,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
deepseek-ai/DeepSeek-V4.1-Flash,fin_Latn.dev,48114,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
meta-models/Muse-Glimmer-30B,fin_Latn.dev,41300,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
google/gemma-4-E4B-it,fin_Latn.dev,43959,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
ibm-granite/granite-4.1-3b,fin_Latn.dev,51456,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
facebook/nllb-200-3.3B,fin_Latn.dev,35197,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
CohereLabs/c4ai-command-r-08-2024,fin_Latn.dev,50699,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
gpt-5,fin_Latn.dev,39824,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
gpt-6-astra,fin_Latn.dev,39824,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
claude-opus-4-8,fin_Latn.dev,71396,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
claude-fable-5,fin_Latn.dev,71396,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
gemini-3.1-pro-preview,fin_Latn.dev,43960,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
gemini-3.8-flash,fin_Latn.dev,43960,fin_Latn,fin,Latn,Finnish,7949579.0,5200000.0,,28
openai/gpt-oss-20b,fon_Latn.dev,73239,fon_Latn,fon,Latn,Fon,,3200000.0,,179
CohereLabs/command-a-plus-05-2026-bf16,fon_Latn.dev,74873,fon_Latn,fon,Latn,Fon,,3200000.0,,179
meta-llama/Llama-4-Scout-17B-16E-Instruct,fon_Latn.dev,73721,fon_Latn,fon,Latn,Fon,,3200000.0,,179
zai-org/GLM-5.3,fon_Latn.dev,75841,fon_Latn,fon,Latn,Fon,,3200000.0,,179
google/gemma-3-4b-it,fon_Latn.dev,68927,fon_Latn,fon,Latn,Fon,,3200000.0,,179
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,fon_Latn.dev,42342,fon_Latn,fon,Latn,Fon,,3200000.0,,179
ibm-granite/granite-4.1-8b,fon_Latn.dev,94138,fon_Latn,fon,Latn,Fon,,3200000.0,,179
CohereLabs/c4ai-command-a-03-2025,fon_Latn.dev,74737,fon_Latn,fon,Latn,Fon,,3200000.0,,179
Qwen/Qwen3.6-35B-A3B,fon_Latn.dev,91021,fon_Latn,fon,Latn,Fon,,3200000.0,,179
facebook/nllb-moe-54b,fon_Latn.dev,45981,fon_Latn,fon,Latn,Fon,,3200000.0,,179
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,fon_Latn.dev,93742,fon_Latn,fon,Latn,Fon,,3200000.0,,179
meta-llama/Llama-3.3-70B-Instruct,fon_Latn.dev,93125,fon_Latn,fon,Latn,Fon,,3200000.0,,179
allenai/Olmo-3-1125-32B,fon_Latn.dev,94138,fon_Latn,fon,Latn,Fon,,3200000.0,,179
allenai/Olmo-3.1-32B-Instruct,fon_Latn.dev,94138,fon_Latn,fon,Latn,Fon,,3200000.0,,179
meta-llama/Llama-3.2-3B-Instruct,fon_Latn.dev,93125,fon_Latn,fon,Latn,Fon,,3200000.0,,179
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fon_Latn.dev,75154,fon_Latn,fon,Latn,Fon,,3200000.0,,179
CohereLabs/tiny-aya-base,fon_Latn.dev,90414,fon_Latn,fon,Latn,Fon,,3200000.0,,179
deepseek-ai/DeepSeek-V4-Flash,fon_Latn.dev,81221,fon_Latn,fon,Latn,Fon,,3200000.0,,179
tiiuae/Falcon3-7B-Instruct,fon_Latn.dev,88579,fon_Latn,fon,Latn,Fon,,3200000.0,,179
mistralai/Ministral-3-8B-Instruct-2512,fon_Latn.dev,93742,fon_Latn,fon,Latn,Fon,,3200000.0,,179
microsoft/phi-4,fon_Latn.dev,94138,fon_Latn,fon,Latn,Fon,,3200000.0,,179
Qwen/Qwen3-8B,fon_Latn.dev,75154,fon_Latn,fon,Latn,Fon,,3200000.0,,179
moonshotai/Kimi-K3,fon_Latn.dev,78099,fon_Latn,fon,Latn,Fon,,3200000.0,,179
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fon_Latn.dev,41613,fon_Latn,fon,Latn,Fon,,3200000.0,,179
meta-llama/Llama-2-7b-hf,fon_Latn.dev,84693,fon_Latn,fon,Latn,Fon,,3200000.0,,179
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,fon_Latn.dev,93742,fon_Latn,fon,Latn,Fon,,3200000.0,,179
CohereLabs/aya-expanse-8b,fon_Latn.dev,74735,fon_Latn,fon,Latn,Fon,,3200000.0,,179
deepseek-ai/DeepSeek-V4.1-Flash,fon_Latn.dev,81221,fon_Latn,fon,Latn,Fon,,3200000.0,,179
meta-models/Muse-Glimmer-30B,fon_Latn.dev,73721,fon_Latn,fon,Latn,Fon,,3200000.0,,179
google/gemma-4-E4B-it,fon_Latn.dev,68926,fon_Latn,fon,Latn,Fon,,3200000.0,,179
ibm-granite/granite-4.1-3b,fon_Latn.dev,94138,fon_Latn,fon,Latn,Fon,,3200000.0,,179
facebook/nllb-200-3.3B,fon_Latn.dev,45981,fon_Latn,fon,Latn,Fon,,3200000.0,,179
CohereLabs/c4ai-command-r-08-2024,fon_Latn.dev,74735,fon_Latn,fon,Latn,Fon,,3200000.0,,179
gpt-5,fon_Latn.dev,73245,fon_Latn,fon,Latn,Fon,,3200000.0,,179
gpt-6-astra,fon_Latn.dev,73245,fon_Latn,fon,Latn,Fon,,3200000.0,,179
claude-opus-4-8,fon_Latn.dev,118676,fon_Latn,fon,Latn,Fon,,3200000.0,,179
claude-fable-5,fon_Latn.dev,118676,fon_Latn,fon,Latn,Fon,,3200000.0,,179
gemini-3.1-pro-preview,fon_Latn.dev,68927,fon_Latn,fon,Latn,Fon,,3200000.0,,179
gemini-3.8-flash,fon_Latn.dev,68927,fon_Latn,fon,Latn,Fon,,3200000.0,,179
openai/gpt-oss-20b,fra_Latn.dev,34389,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
CohereLabs/command-a-plus-05-2026-bf16,fra_Latn.dev,34103,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
meta-llama/Llama-4-Scout-17B-16E-Instruct,fra_Latn.dev,34589,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
zai-org/GLM-5.3,fra_Latn.dev,38435,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
google/gemma-3-4b-it,fra_Latn.dev,36820,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,fra_Latn.dev,47433,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
ibm-granite/granite-4.1-8b,fra_Latn.dev,40882,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
CohereLabs/c4ai-command-a-03-2025,fra_Latn.dev,35082,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
Qwen/Qwen3.6-35B-A3B,fra_Latn.dev,36890,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
facebook/nllb-moe-54b,fra_Latn.dev,39008,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,fra_Latn.dev,34497,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
meta-llama/Llama-3.3-70B-Instruct,fra_Latn.dev,40693,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
allenai/Olmo-3-1125-32B,fra_Latn.dev,40882,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
allenai/Olmo-3.1-32B-Instruct,fra_Latn.dev,40882,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
meta-llama/Llama-3.2-3B-Instruct,fra_Latn.dev,40693,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fra_Latn.dev,40889,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
CohereLabs/tiny-aya-base,fra_Latn.dev,37693,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
deepseek-ai/DeepSeek-V4-Flash,fra_Latn.dev,39247,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
tiiuae/Falcon3-7B-Instruct,fra_Latn.dev,37160,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
mistralai/Ministral-3-8B-Instruct-2512,fra_Latn.dev,34497,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
microsoft/phi-4,fra_Latn.dev,40882,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
Qwen/Qwen3-8B,fra_Latn.dev,40889,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
moonshotai/Kimi-K3,fra_Latn.dev,44286,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fra_Latn.dev,46846,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
meta-llama/Llama-2-7b-hf,fra_Latn.dev,44412,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,fra_Latn.dev,34497,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
CohereLabs/aya-expanse-8b,fra_Latn.dev,35080,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
deepseek-ai/DeepSeek-V4.1-Flash,fra_Latn.dev,39247,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
meta-models/Muse-Glimmer-30B,fra_Latn.dev,34589,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
google/gemma-4-E4B-it,fra_Latn.dev,36819,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
ibm-granite/granite-4.1-3b,fra_Latn.dev,40882,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
facebook/nllb-200-3.3B,fra_Latn.dev,39008,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
CohereLabs/c4ai-command-r-08-2024,fra_Latn.dev,35080,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
gpt-5,fra_Latn.dev,34395,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
gpt-6-astra,fra_Latn.dev,34395,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
claude-opus-4-8,fra_Latn.dev,60372,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
claude-fable-5,fra_Latn.dev,60372,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
gemini-3.1-pro-preview,fra_Latn.dev,36820,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
gemini-3.8-flash,fra_Latn.dev,36820,fra_Latn,fra,Latn,French,100010425.0,203194940.0,,5
openai/gpt-oss-20b,fur_Latn.dev,44126,fur_Latn,fur,Latn,Friulian,,37000.0,,203
CohereLabs/command-a-plus-05-2026-bf16,fur_Latn.dev,43687,fur_Latn,fur,Latn,Friulian,,37000.0,,203
meta-llama/Llama-4-Scout-17B-16E-Instruct,fur_Latn.dev,43799,fur_Latn,fur,Latn,Friulian,,37000.0,,203
zai-org/GLM-5.3,fur_Latn.dev,46541,fur_Latn,fur,Latn,Friulian,,37000.0,,203
google/gemma-3-4b-it,fur_Latn.dev,45086,fur_Latn,fur,Latn,Friulian,,37000.0,,203
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,fur_Latn.dev,46671,fur_Latn,fur,Latn,Friulian,,37000.0,,203
ibm-granite/granite-4.1-8b,fur_Latn.dev,47652,fur_Latn,fur,Latn,Friulian,,37000.0,,203
CohereLabs/c4ai-command-a-03-2025,fur_Latn.dev,44834,fur_Latn,fur,Latn,Friulian,,37000.0,,203
Qwen/Qwen3.6-35B-A3B,fur_Latn.dev,45621,fur_Latn,fur,Latn,Friulian,,37000.0,,203
facebook/nllb-moe-54b,fur_Latn.dev,39835,fur_Latn,fur,Latn,Friulian,,37000.0,,203
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,fur_Latn.dev,45323,fur_Latn,fur,Latn,Friulian,,37000.0,,203
meta-llama/Llama-3.3-70B-Instruct,fur_Latn.dev,47073,fur_Latn,fur,Latn,Friulian,,37000.0,,203
allenai/Olmo-3-1125-32B,fur_Latn.dev,47652,fur_Latn,fur,Latn,Friulian,,37000.0,,203
allenai/Olmo-3.1-32B-Instruct,fur_Latn.dev,47652,fur_Latn,fur,Latn,Friulian,,37000.0,,203
meta-llama/Llama-3.2-3B-Instruct,fur_Latn.dev,47073,fur_Latn,fur,Latn,Friulian,,37000.0,,203
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fur_Latn.dev,48012,fur_Latn,fur,Latn,Friulian,,37000.0,,203
CohereLabs/tiny-aya-base,fur_Latn.dev,45851,fur_Latn,fur,Latn,Friulian,,37000.0,,203
deepseek-ai/DeepSeek-V4-Flash,fur_Latn.dev,46996,fur_Latn,fur,Latn,Friulian,,37000.0,,203
tiiuae/Falcon3-7B-Instruct,fur_Latn.dev,47860,fur_Latn,fur,Latn,Friulian,,37000.0,,203
mistralai/Ministral-3-8B-Instruct-2512,fur_Latn.dev,45323,fur_Latn,fur,Latn,Friulian,,37000.0,,203
microsoft/phi-4,fur_Latn.dev,47652,fur_Latn,fur,Latn,Friulian,,37000.0,,203
Qwen/Qwen3-8B,fur_Latn.dev,48012,fur_Latn,fur,Latn,Friulian,,37000.0,,203
moonshotai/Kimi-K3,fur_Latn.dev,48763,fur_Latn,fur,Latn,Friulian,,37000.0,,203
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,fur_Latn.dev,46024,fur_Latn,fur,Latn,Friulian,,37000.0,,203
meta-llama/Llama-2-7b-hf,fur_Latn.dev,51368,fur_Latn,fur,Latn,Friulian,,37000.0,,203
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,fur_Latn.dev,45323,fur_Latn,fur,Latn,Friulian,,37000.0,,203
CohereLabs/aya-expanse-8b,fur_Latn.dev,44832,fur_Latn,fur,Latn,Friulian,,37000.0,,203
deepseek-ai/DeepSeek-V4.1-Flash,fur_Latn.dev,46996,fur_Latn,fur,Latn,Friulian,,37000.0,,203
meta-models/Muse-Glimmer-30B,fur_Latn.dev,43799,fur_Latn,fur,Latn,Friulian,,37000.0,,203
google/gemma-4-E4B-it,fur_Latn.dev,45085,fur_Latn,fur,Latn,Friulian,,37000.0,,203
ibm-granite/granite-4.1-3b,fur_Latn.dev,47652,fur_Latn,fur,Latn,Friulian,,37000.0,,203
facebook/nllb-200-3.3B,fur_Latn.dev,39835,fur_Latn,fur,Latn,Friulian,,37000.0,,203
CohereLabs/c4ai-command-r-08-2024,fur_Latn.dev,44832,fur_Latn,fur,Latn,Friulian,,37000.0,,203
gpt-5,fur_Latn.dev,44132,fur_Latn,fur,Latn,Friulian,,37000.0,,203
gpt-6-astra,fur_Latn.dev,44132,fur_Latn,fur,Latn,Friulian,,37000.0,,203
claude-opus-4-8,fur_Latn.dev,62587,fur_Latn,fur,Latn,Friulian,,37000.0,,203
claude-fable-5,fur_Latn.dev,62587,fur_Latn,fur,Latn,Friulian,,37000.0,,203
gemini-3.1-pro-preview,fur_Latn.dev,45086,fur_Latn,fur,Latn,Friulian,,37000.0,,203
gemini-3.8-flash,fur_Latn.dev,45086,fur_Latn,fur,Latn,Friulian,,37000.0,,203
openai/gpt-oss-20b,fuv_Latn.dev,41237,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
CohereLabs/command-a-plus-05-2026-bf16,fuv_Latn.dev,44159,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
meta-llama/Llama-4-Scout-17B-16E-Instruct,fuv_Latn.dev,42554,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
zai-org/GLM-5.3,fuv_Latn.dev,45275,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
google/gemma-3-4b-it,fuv_Latn.dev,43675,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,fuv_Latn.dev,39490,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
ibm-granite/granite-4.1-8b,fuv_Latn.dev,47897,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
CohereLabs/c4ai-command-a-03-2025,fuv_Latn.dev,45878,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
Qwen/Qwen3.6-35B-A3B,fuv_Latn.dev,47499,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
facebook/nllb-moe-54b,fuv_Latn.dev,36103,fuv_Latn,fuv,Latn,Nigerian Fulfulde,,14000000.0,,143
