model,file,token_count
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,hrv_Latn.dev,40028
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,hun_Latn.dev,42552
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,hye_Armn.dev,50850
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ibo_Latn.dev,61630
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ilo_Latn.dev,51768
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ind_Latn.dev,34856
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,isl_Latn.dev,49857
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ita_Latn.dev,36679
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,jav_Latn.dev,43147
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,jpn_Jpan.dev,41676
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kab_Latn.dev,60837
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kac_Latn.dev,59373
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kam_Latn.dev,51187
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kan_Knda.dev,59550
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kas_Arab.dev,68177
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kas_Deva.dev,65022
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kat_Geor.dev,63913
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kaz_Cyrl.dev,54413
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kbp_Latn.dev,120617
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kea_Latn.dev,41274
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,khk_Cyrl.dev,62972
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,khm_Khmr.dev,395015
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kik_Latn.dev,69678
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kin_Latn.dev,53999
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kir_Cyrl.dev,57287
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kmb_Latn.dev,52405
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kmr_Latn.dev,53708
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,knc_Arab.dev,65804
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,knc_Latn.dev,57805
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kon_Latn.dev,50141
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,kor_Hang.dev,34001
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lao_Laoo.dev,335777
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lij_Latn.dev,47900
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lim_Latn.dev,44099
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lin_Latn.dev,47187
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lit_Latn.dev,46720
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lmo_Latn.dev,49525
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ltg_Latn.dev,51293
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ltz_Latn.dev,48839
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lua_Latn.dev,48269
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lug_Latn.dev,49276
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,luo_Latn.dev,46929
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lus_Latn.dev,49067
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,lvs_Latn.dev,51177
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mag_Deva.dev,54003
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mai_Deva.dev,59671
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mal_Mlym.dev,67735
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mar_Deva.dev,57079
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,min_Arab.dev,66978
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,min_Latn.dev,42078
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mkd_Cyrl.dev,43319
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mlt_Latn.dev,60660
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mni_Beng.dev,89043
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mos_Latn.dev,56463
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mri_Latn.dev,57487
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,mya_Mymr.dev,86596
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nld_Latn.dev,37197
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nno_Latn.dev,38937
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nob_Latn.dev,37634
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,npi_Deva.dev,56832
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nso_Latn.dev,54424
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nus_Latn.dev,99546
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,nya_Latn.dev,52498
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,oci_Latn.dev,43308
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ory_Orya.dev,342448
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,pag_Latn.dev,39980
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,pan_Guru.dev,78746
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,pap_Latn.dev,42678
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,pbt_Arab.dev,54138
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,pes_Arab.dev,38357
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,plt_Latn.dev,56057
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,pol_Latn.dev,41871
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,por_Latn.dev,33763
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,prs_Arab.dev,37604
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,quy_Latn.dev,51321
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ron_Latn.dev,42503
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,run_Latn.dev,53403
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,rus_Cyrl.dev,40340
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,sag_Latn.dev,51738
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,san_Deva.dev,60880
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,sat_Olck.dev,330995
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,scn_Latn.dev,48892
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,shn_Mymr.dev,245131
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,sin_Sinh.dev,332416
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,slk_Latn.dev,44552
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,slv_Latn.dev,41406
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,smo_Latn.dev,57190
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,sna_Latn.dev,52345
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,snd_Arab.dev,66167
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,som_Latn.dev,55858
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,sot_Latn.dev,56446
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,spa_Latn.dev,34884
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,srd_Latn.dev,48039
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,srp_Cyrl.dev,43497
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ssw_Latn.dev,53606
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,sun_Latn.dev,44575
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,swe_Latn.dev,37361
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,swh_Latn.dev,47988
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,szl_Latn.dev,51422
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tam_Taml.dev,57565
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,taq_Latn.dev,55404
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,taq_Tfng.dev,258933
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tat_Cyrl.dev,56241
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tel_Telu.dev,60496
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tgk_Cyrl.dev,71017
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tgl_Latn.dev,51180
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tha_Thai.dev,63622
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tir_Ethi.dev,202045
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tpi_Latn.dev,52171
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tsn_Latn.dev,58483
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tso_Latn.dev,57107
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tuk_Latn.dev,55203
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tum_Latn.dev,64022
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tur_Latn.dev,39158
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,twi_Latn.dev,63467
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,tzm_Tfng.dev,258491
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,uig_Arab.dev,108593
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ukr_Cyrl.dev,46277
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,umb_Latn.dev,49871
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,urd_Arab.dev,46787
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,uzn_Latn.dev,48097
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,vec_Latn.dev,41025
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,vie_Latn.dev,37665
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,war_Latn.dev,48764
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,wol_Latn.dev,48473
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,xho_Latn.dev,52679
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,ydd_Hebr.dev,78303
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,yor_Latn.dev,74428
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,yue_Hant.dev,37741
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,zho_Hans.dev,37861
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,zho_Hant.dev,39076
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,zsm_Latn.dev,35705
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,zul_Latn.dev,55199
meta-llama/Llama-3.3-70B-Instruct,ace_Arab.dev,73462
meta-llama/Llama-3.3-70B-Instruct,ace_Latn.dev,50464
meta-llama/Llama-3.3-70B-Instruct,acm_Arab.dev,42662
meta-llama/Llama-3.3-70B-Instruct,acq_Arab.dev,42758
meta-llama/Llama-3.3-70B-Instruct,aeb_Arab.dev,42944
meta-llama/Llama-3.3-70B-Instruct,afr_Latn.dev,43361
meta-llama/Llama-3.3-70B-Instruct,aka_Latn.dev,68245
meta-llama/Llama-3.3-70B-Instruct,als_Latn.dev,57530
meta-llama/Llama-3.3-70B-Instruct,amh_Ethi.dev,199956
meta-llama/Llama-3.3-70B-Instruct,apc_Arab.dev,41295
meta-llama/Llama-3.3-70B-Instruct,arb_Arab.dev,42809
meta-llama/Llama-3.3-70B-Instruct,arb_Latn.dev,62516
meta-llama/Llama-3.3-70B-Instruct,ars_Arab.dev,42969
meta-llama/Llama-3.3-70B-Instruct,ary_Arab.dev,44144
meta-llama/Llama-3.3-70B-Instruct,arz_Arab.dev,42599
meta-llama/Llama-3.3-70B-Instruct,asm_Beng.dev,159347
meta-llama/Llama-3.3-70B-Instruct,ast_Latn.dev,40338
meta-llama/Llama-3.3-70B-Instruct,awa_Deva.dev,65789
meta-llama/Llama-3.3-70B-Instruct,ayr_Latn.dev,55295
meta-llama/Llama-3.3-70B-Instruct,azb_Arab.dev,49444
meta-llama/Llama-3.3-70B-Instruct,azj_Latn.dev,62433
meta-llama/Llama-3.3-70B-Instruct,bak_Cyrl.dev,94959
meta-llama/Llama-3.3-70B-Instruct,bam_Latn.dev,65276
meta-llama/Llama-3.3-70B-Instruct,ban_Latn.dev,46585
meta-llama/Llama-3.3-70B-Instruct,bel_Cyrl.dev,67736
meta-llama/Llama-3.3-70B-Instruct,bem_Latn.dev,57519
meta-llama/Llama-3.3-70B-Instruct,ben_Beng.dev,149450
meta-llama/Llama-3.3-70B-Instruct,bho_Deva.dev,66748
meta-llama/Llama-3.3-70B-Instruct,bjn_Arab.dev,70324
meta-llama/Llama-3.3-70B-Instruct,bjn_Latn.dev,44002
meta-llama/Llama-3.3-70B-Instruct,bod_Tibt.dev,290604
meta-llama/Llama-3.3-70B-Instruct,bos_Latn.dev,46607
meta-llama/Llama-3.3-70B-Instruct,bug_Latn.dev,51084
meta-llama/Llama-3.3-70B-Instruct,bul_Cyrl.dev,52640
meta-llama/Llama-3.3-70B-Instruct,cat_Latn.dev,43825
meta-llama/Llama-3.3-70B-Instruct,ceb_Latn.dev,49026
meta-llama/Llama-3.3-70B-Instruct,ces_Latn.dev,38849
meta-llama/Llama-3.3-70B-Instruct,cjk_Latn.dev,51072
meta-llama/Llama-3.3-70B-Instruct,ckb_Arab.dev,101507
meta-llama/Llama-3.3-70B-Instruct,crh_Latn.dev,47451
meta-llama/Llama-3.3-70B-Instruct,cym_Latn.dev,54270
meta-llama/Llama-3.3-70B-Instruct,dan_Latn.dev,41707
meta-llama/Llama-3.3-70B-Instruct,deu_Latn.dev,40531
meta-llama/Llama-3.3-70B-Instruct,dik_Latn.dev,56600
meta-llama/Llama-3.3-70B-Instruct,dyu_Latn.dev,51856
meta-llama/Llama-3.3-70B-Instruct,dzo_Tibt.dev,320301
meta-llama/Llama-3.3-70B-Instruct,ell_Grek.dev,57986
meta-llama/Llama-3.3-70B-Instruct,eng_Latn.dev,25800
meta-llama/Llama-3.3-70B-Instruct,epo_Latn.dev,47864
meta-llama/Llama-3.3-70B-Instruct,est_Latn.dev,47824
meta-llama/Llama-3.3-70B-Instruct,eus_Latn.dev,48369
meta-llama/Llama-3.3-70B-Instruct,ewe_Latn.dev,68762
meta-llama/Llama-3.3-70B-Instruct,fao_Latn.dev,52212
meta-llama/Llama-3.3-70B-Instruct,fij_Latn.dev,54606
meta-llama/Llama-3.3-70B-Instruct,fin_Latn.dev,51234
meta-llama/Llama-3.3-70B-Instruct,fon_Latn.dev,93125
meta-llama/Llama-3.3-70B-Instruct,fra_Latn.dev,40693
meta-llama/Llama-3.3-70B-Instruct,fur_Latn.dev,47073
meta-llama/Llama-3.3-70B-Instruct,fuv_Latn.dev,47320
meta-llama/Llama-3.3-70B-Instruct,gaz_Latn.dev,59515
meta-llama/Llama-3.3-70B-Instruct,gla_Latn.dev,62012
meta-llama/Llama-3.3-70B-Instruct,gle_Latn.dev,58661
meta-llama/Llama-3.3-70B-Instruct,glg_Latn.dev,40067
meta-llama/Llama-3.3-70B-Instruct,grn_Latn.dev,53912
meta-llama/Llama-3.3-70B-Instruct,guj_Gujr.dev,197890
meta-llama/Llama-3.3-70B-Instruct,hat_Latn.dev,43844
meta-llama/Llama-3.3-70B-Instruct,hau_Latn.dev,51423
meta-llama/Llama-3.3-70B-Instruct,heb_Hebr.dev,94271
meta-llama/Llama-3.3-70B-Instruct,hin_Deva.dev,65512
meta-llama/Llama-3.3-70B-Instruct,hne_Deva.dev,64291
meta-llama/Llama-3.3-70B-Instruct,hrv_Latn.dev,46033
meta-llama/Llama-3.3-70B-Instruct,hun_Latn.dev,54227
meta-llama/Llama-3.3-70B-Instruct,hye_Armn.dev,224761
meta-llama/Llama-3.3-70B-Instruct,ibo_Latn.dev,60564
meta-llama/Llama-3.3-70B-Instruct,ilo_Latn.dev,52446
meta-llama/Llama-3.3-70B-Instruct,ind_Latn.dev,39859
meta-llama/Llama-3.3-70B-Instruct,isl_Latn.dev,54198
meta-llama/Llama-3.3-70B-Instruct,ita_Latn.dev,42120
meta-llama/Llama-3.3-70B-Instruct,jav_Latn.dev,44366
meta-llama/Llama-3.3-70B-Instruct,jpn_Jpan.dev,39139
meta-llama/Llama-3.3-70B-Instruct,kab_Latn.dev,61504
meta-llama/Llama-3.3-70B-Instruct,kac_Latn.dev,59553
meta-llama/Llama-3.3-70B-Instruct,kam_Latn.dev,51674
meta-llama/Llama-3.3-70B-Instruct,kan_Knda.dev,229195
meta-llama/Llama-3.3-70B-Instruct,kas_Arab.dev,84822
meta-llama/Llama-3.3-70B-Instruct,kas_Deva.dev,68498
meta-llama/Llama-3.3-70B-Instruct,kat_Geor.dev,253372
meta-llama/Llama-3.3-70B-Instruct,kaz_Cyrl.dev,79248
meta-llama/Llama-3.3-70B-Instruct,kbp_Latn.dev,122455
meta-llama/Llama-3.3-70B-Instruct,kea_Latn.dev,43511
meta-llama/Llama-3.3-70B-Instruct,khk_Cyrl.dev,83430
meta-llama/Llama-3.3-70B-Instruct,khm_Khmr.dev,231172
meta-llama/Llama-3.3-70B-Instruct,kik_Latn.dev,70163
meta-llama/Llama-3.3-70B-Instruct,kin_Latn.dev,55031
meta-llama/Llama-3.3-70B-Instruct,kir_Cyrl.dev,74289
meta-llama/Llama-3.3-70B-Instruct,kmb_Latn.dev,54214
meta-llama/Llama-3.3-70B-Instruct,kmr_Latn.dev,55776
meta-llama/Llama-3.3-70B-Instruct,knc_Arab.dev,68274
meta-llama/Llama-3.3-70B-Instruct,knc_Latn.dev,59761
meta-llama/Llama-3.3-70B-Instruct,kon_Latn.dev,50871
meta-llama/Llama-3.3-70B-Instruct,kor_Hang.dev,38477
meta-llama/Llama-3.3-70B-Instruct,lao_Laoo.dev,227825
meta-llama/Llama-3.3-70B-Instruct,lij_Latn.dev,50525
meta-llama/Llama-3.3-70B-Instruct,lim_Latn.dev,45851
meta-llama/Llama-3.3-70B-Instruct,lin_Latn.dev,47845
meta-llama/Llama-3.3-70B-Instruct,lit_Latn.dev,56276
meta-llama/Llama-3.3-70B-Instruct,lmo_Latn.dev,51856
meta-llama/Llama-3.3-70B-Instruct,ltg_Latn.dev,55719
meta-llama/Llama-3.3-70B-Instruct,ltz_Latn.dev,50778
meta-llama/Llama-3.3-70B-Instruct,lua_Latn.dev,49253
meta-llama/Llama-3.3-70B-Instruct,lug_Latn.dev,49921
meta-llama/Llama-3.3-70B-Instruct,luo_Latn.dev,47133
meta-llama/Llama-3.3-70B-Instruct,lus_Latn.dev,49216
meta-llama/Llama-3.3-70B-Instruct,lvs_Latn.dev,60008
meta-llama/Llama-3.3-70B-Instruct,mag_Deva.dev,66066
meta-llama/Llama-3.3-70B-Instruct,mai_Deva.dev,66601
meta-llama/Llama-3.3-70B-Instruct,mal_Mlym.dev,230699
meta-llama/Llama-3.3-70B-Instruct,mar_Deva.dev,72281
meta-llama/Llama-3.3-70B-Instruct,min_Arab.dev,74057
meta-llama/Llama-3.3-70B-Instruct,min_Latn.dev,44949
meta-llama/Llama-3.3-70B-Instruct,mkd_Cyrl.dev,54625
meta-llama/Llama-3.3-70B-Instruct,mlt_Latn.dev,61313
meta-llama/Llama-3.3-70B-Instruct,mni_Beng.dev,171033
meta-llama/Llama-3.3-70B-Instruct,mos_Latn.dev,57044
meta-llama/Llama-3.3-70B-Instruct,mri_Latn.dev,60003
meta-llama/Llama-3.3-70B-Instruct,mya_Mymr.dev,301676
meta-llama/Llama-3.3-70B-Instruct,nld_Latn.dev,40877
meta-llama/Llama-3.3-70B-Instruct,nno_Latn.dev,41991
meta-llama/Llama-3.3-70B-Instruct,nob_Latn.dev,40166
meta-llama/Llama-3.3-70B-Instruct,npi_Deva.dev,67091
meta-llama/Llama-3.3-70B-Instruct,nso_Latn.dev,55443
meta-llama/Llama-3.3-70B-Instruct,nus_Latn.dev,102144
meta-llama/Llama-3.3-70B-Instruct,nya_Latn.dev,53142
meta-llama/Llama-3.3-70B-Instruct,oci_Latn.dev,46753
meta-llama/Llama-3.3-70B-Instruct,ory_Orya.dev,315969
meta-llama/Llama-3.3-70B-Instruct,pag_Latn.dev,40535
meta-llama/Llama-3.3-70B-Instruct,pan_Guru.dev,201049
meta-llama/Llama-3.3-70B-Instruct,pap_Latn.dev,44792
meta-llama/Llama-3.3-70B-Instruct,pbt_Arab.dev,70983
meta-llama/Llama-3.3-70B-Instruct,pes_Arab.dev,39432
meta-llama/Llama-3.3-70B-Instruct,plt_Latn.dev,57662
meta-llama/Llama-3.3-70B-Instruct,pol_Latn.dev,48799
meta-llama/Llama-3.3-70B-Instruct,por_Latn.dev,38161
meta-llama/Llama-3.3-70B-Instruct,prs_Arab.dev,38323
meta-llama/Llama-3.3-70B-Instruct,quy_Latn.dev,53179
meta-llama/Llama-3.3-70B-Instruct,ron_Latn.dev,48176
meta-llama/Llama-3.3-70B-Instruct,run_Latn.dev,54536
meta-llama/Llama-3.3-70B-Instruct,rus_Cyrl.dev,42319
meta-llama/Llama-3.3-70B-Instruct,sag_Latn.dev,53232
meta-llama/Llama-3.3-70B-Instruct,san_Deva.dev,68840
meta-llama/Llama-3.3-70B-Instruct,sat_Olck.dev,330986
meta-llama/Llama-3.3-70B-Instruct,scn_Latn.dev,51179
meta-llama/Llama-3.3-70B-Instruct,shn_Mymr.dev,382841
meta-llama/Llama-3.3-70B-Instruct,sin_Sinh.dev,227420
meta-llama/Llama-3.3-70B-Instruct,slk_Latn.dev,47858
meta-llama/Llama-3.3-70B-Instruct,slv_Latn.dev,46439
meta-llama/Llama-3.3-70B-Instruct,smo_Latn.dev,58252
meta-llama/Llama-3.3-70B-Instruct,sna_Latn.dev,53583
meta-llama/Llama-3.3-70B-Instruct,snd_Arab.dev,73810
meta-llama/Llama-3.3-70B-Instruct,som_Latn.dev,55249
meta-llama/Llama-3.3-70B-Instruct,sot_Latn.dev,56576
meta-llama/Llama-3.3-70B-Instruct,spa_Latn.dev,39864
meta-llama/Llama-3.3-70B-Instruct,srd_Latn.dev,50777
meta-llama/Llama-3.3-70B-Instruct,srp_Cyrl.dev,56547
meta-llama/Llama-3.3-70B-Instruct,ssw_Latn.dev,55036
meta-llama/Llama-3.3-70B-Instruct,sun_Latn.dev,46756
meta-llama/Llama-3.3-70B-Instruct,swe_Latn.dev,40548
meta-llama/Llama-3.3-70B-Instruct,swh_Latn.dev,49830
meta-llama/Llama-3.3-70B-Instruct,szl_Latn.dev,54817
meta-llama/Llama-3.3-70B-Instruct,tam_Taml.dev,196421
meta-llama/Llama-3.3-70B-Instruct,taq_Latn.dev,56216
meta-llama/Llama-3.3-70B-Instruct,taq_Tfng.dev,260870
meta-llama/Llama-3.3-70B-Instruct,tat_Cyrl.dev,80334
meta-llama/Llama-3.3-70B-Instruct,tel_Telu.dev,215463
meta-llama/Llama-3.3-70B-Instruct,tgk_Cyrl.dev,75778
meta-llama/Llama-3.3-70B-Instruct,tgl_Latn.dev,52492
meta-llama/Llama-3.3-70B-Instruct,tha_Thai.dev,57485
meta-llama/Llama-3.3-70B-Instruct,tir_Ethi.dev,201688
meta-llama/Llama-3.3-70B-Instruct,tpi_Latn.dev,52225
meta-llama/Llama-3.3-70B-Instruct,tsn_Latn.dev,59212
meta-llama/Llama-3.3-70B-Instruct,tso_Latn.dev,57672
meta-llama/Llama-3.3-70B-Instruct,tuk_Latn.dev,55125
meta-llama/Llama-3.3-70B-Instruct,tum_Latn.dev,65503
meta-llama/Llama-3.3-70B-Instruct,tur_Latn.dev,35975
meta-llama/Llama-3.3-70B-Instruct,twi_Latn.dev,64626
meta-llama/Llama-3.3-70B-Instruct,tzm_Tfng.dev,258007
meta-llama/Llama-3.3-70B-Instruct,uig_Arab.dev,113600
meta-llama/Llama-3.3-70B-Instruct,ukr_Cyrl.dev,42800
meta-llama/Llama-3.3-70B-Instruct,umb_Latn.dev,50183
meta-llama/Llama-3.3-70B-Instruct,urd_Arab.dev,80780
meta-llama/Llama-3.3-70B-Instruct,uzn_Latn.dev,54610
meta-llama/Llama-3.3-70B-Instruct,vec_Latn.dev,43543
meta-llama/Llama-3.3-70B-Instruct,vie_Latn.dev,35662
meta-llama/Llama-3.3-70B-Instruct,war_Latn.dev,49709
meta-llama/Llama-3.3-70B-Instruct,wol_Latn.dev,48289
