model,N,gini
Qwen/Qwen3.6-35B-A3B,192,0.2528446090826171
Qwen/Qwen3.6-35B-A3B,193,0.252890708403837
Qwen/Qwen3.6-35B-A3B,194,0.2523118615684674
Qwen/Qwen3.6-35B-A3B,195,0.2519888594190258
Qwen/Qwen3.6-35B-A3B,196,0.2513797236077153
Qwen/Qwen3.6-35B-A3B,197,0.25115069910667875
Qwen/Qwen3.6-35B-A3B,198,0.25040409310140976
Qwen/Qwen3.6-35B-A3B,199,0.25971127653132453
Qwen/Qwen3.6-35B-A3B,200,0.2590168979853116
Qwen/Qwen3.6-35B-A3B,201,0.2582577957200274
Qwen/Qwen3.6-35B-A3B,202,0.25757015509931347
Qwen/Qwen3.6-35B-A3B,203,0.2571118679699096
facebook/nllb-moe-54b,2,0.07622000381136673
facebook/nllb-moe-54b,3,0.06559931366426341
facebook/nllb-moe-54b,4,0.07290231290097937
facebook/nllb-moe-54b,5,0.0701327662509339
facebook/nllb-moe-54b,6,0.0656831819669057
facebook/nllb-moe-54b,7,0.0652533832633524
facebook/nllb-moe-54b,8,0.06490688951886847
facebook/nllb-moe-54b,9,0.06187125657258119
facebook/nllb-moe-54b,10,0.059156287759085435
facebook/nllb-moe-54b,11,0.060585223854197734
facebook/nllb-moe-54b,12,0.05827875252984027
facebook/nllb-moe-54b,13,0.05707803780775511
facebook/nllb-moe-54b,14,0.055235455018925794
facebook/nllb-moe-54b,15,0.06292539076310999
facebook/nllb-moe-54b,16,0.060788638288957086
facebook/nllb-moe-54b,17,0.06225427954602836
facebook/nllb-moe-54b,18,0.06132370640389895
facebook/nllb-moe-54b,19,0.06008490955436474
facebook/nllb-moe-54b,20,0.06236328819190051
facebook/nllb-moe-54b,21,0.07991244978174916
facebook/nllb-moe-54b,22,0.07906693244385665
facebook/nllb-moe-54b,23,0.07814062710329561
facebook/nllb-moe-54b,24,0.07633298646753595
facebook/nllb-moe-54b,25,0.07501910224534769
facebook/nllb-moe-54b,26,0.08171857748996181
facebook/nllb-moe-54b,27,0.07991615556014975
facebook/nllb-moe-54b,28,0.07815891415707688
facebook/nllb-moe-54b,29,0.08068588501643736
facebook/nllb-moe-54b,30,0.08018325757870781
facebook/nllb-moe-54b,31,0.07895520299365444
facebook/nllb-moe-54b,32,0.07741690474599427
facebook/nllb-moe-54b,33,0.07592449456190464
facebook/nllb-moe-54b,34,0.07449845668443356
facebook/nllb-moe-54b,35,0.07342915064821498
facebook/nllb-moe-54b,36,0.07209623593645476
facebook/nllb-moe-54b,37,0.07094505340526092
facebook/nllb-moe-54b,38,0.06992233902473277
facebook/nllb-moe-54b,39,0.06908356431259466
facebook/nllb-moe-54b,40,0.06818173573575259
facebook/nllb-moe-54b,41,0.06712135167139555
facebook/nllb-moe-54b,42,0.06939375107196732
facebook/nllb-moe-54b,43,0.06842695319747927
facebook/nllb-moe-54b,44,0.06744758617925806
facebook/nllb-moe-54b,45,0.06762924920071511
facebook/nllb-moe-54b,46,0.06741926747167626
facebook/nllb-moe-54b,47,0.06800676903386726
facebook/nllb-moe-54b,48,0.07111326635460236
facebook/nllb-moe-54b,49,0.07031068160884613
facebook/nllb-moe-54b,50,0.06949047355960714
facebook/nllb-moe-54b,51,0.0687588625559592
facebook/nllb-moe-54b,52,0.06789575206059517
facebook/nllb-moe-54b,53,0.06734457979487729
facebook/nllb-moe-54b,54,0.06689853934306855
facebook/nllb-moe-54b,55,0.06835711519600274
facebook/nllb-moe-54b,56,0.06759234445061835
facebook/nllb-moe-54b,57,0.067090134104419
facebook/nllb-moe-54b,58,0.06812170548122287
facebook/nllb-moe-54b,59,0.06774939364961807
facebook/nllb-moe-54b,60,0.06757734899852896
facebook/nllb-moe-54b,61,0.06726931061845409
facebook/nllb-moe-54b,62,0.0707709355357069
facebook/nllb-moe-54b,63,0.0724167776352389
facebook/nllb-moe-54b,64,0.07207300760087887
facebook/nllb-moe-54b,65,0.07164638899171383
facebook/nllb-moe-54b,66,0.07097135194233317
facebook/nllb-moe-54b,67,0.07047639848393694
facebook/nllb-moe-54b,68,0.07414662677535255
facebook/nllb-moe-54b,69,0.07408021370761864
facebook/nllb-moe-54b,70,0.0737115500530543
facebook/nllb-moe-54b,71,0.07595314484215598
facebook/nllb-moe-54b,72,0.0753515994735281
facebook/nllb-moe-54b,73,0.07578663983120904
facebook/nllb-moe-54b,74,0.07524690799658429
facebook/nllb-moe-54b,75,0.07493004331595854
facebook/nllb-moe-54b,76,0.07433773479530559
facebook/nllb-moe-54b,77,0.07423246770131686
facebook/nllb-moe-54b,78,0.07430621784889357
facebook/nllb-moe-54b,79,0.07518510024102376
facebook/nllb-moe-54b,80,0.07463222129063452
facebook/nllb-moe-54b,81,0.0742527414434293
facebook/nllb-moe-54b,82,0.07440047472735589
facebook/nllb-moe-54b,83,0.0740859788206889
facebook/nllb-moe-54b,84,0.07422984021434376
facebook/nllb-moe-54b,85,0.0737420445582706
facebook/nllb-moe-54b,86,0.07366656220041623
facebook/nllb-moe-54b,87,0.07335275399766727
facebook/nllb-moe-54b,88,0.07294908956142332
facebook/nllb-moe-54b,89,0.07251033837798904
facebook/nllb-moe-54b,90,0.07342822709618235
facebook/nllb-moe-54b,91,0.07335165890814999
facebook/nllb-moe-54b,92,0.07304537631660013
facebook/nllb-moe-54b,93,0.07284756712605134
facebook/nllb-moe-54b,94,0.072573052202199
facebook/nllb-moe-54b,95,0.07211833922089617
facebook/nllb-moe-54b,96,0.07237643447350961
facebook/nllb-moe-54b,97,0.07193509636287065
facebook/nllb-moe-54b,98,0.07151221990500911
facebook/nllb-moe-54b,99,0.0720979669657158
facebook/nllb-moe-54b,100,0.07170578327733157
facebook/nllb-moe-54b,101,0.07137117740990018
facebook/nllb-moe-54b,102,0.07268809851760061
facebook/nllb-moe-54b,103,0.07241855994109381
facebook/nllb-moe-54b,104,0.07272870843589074
facebook/nllb-moe-54b,105,0.0724126364415143
facebook/nllb-moe-54b,106,0.07200237293268152
facebook/nllb-moe-54b,107,0.07269801342222637
facebook/nllb-moe-54b,108,0.0725711784770251
facebook/nllb-moe-54b,109,0.07228262226845183
facebook/nllb-moe-54b,110,0.07203340365832323
facebook/nllb-moe-54b,111,0.07165238703692567
facebook/nllb-moe-54b,112,0.07230832677862509
facebook/nllb-moe-54b,113,0.07193667941267434
facebook/nllb-moe-54b,114,0.07196922652717697
facebook/nllb-moe-54b,115,0.07171097502272095
facebook/nllb-moe-54b,116,0.07155260782597272
facebook/nllb-moe-54b,117,0.071473892761587
facebook/nllb-moe-54b,118,0.07117861884093823
facebook/nllb-moe-54b,119,0.0714001162925133
facebook/nllb-moe-54b,120,0.07109074884052702
facebook/nllb-moe-54b,121,0.07074030273725906
facebook/nllb-moe-54b,122,0.07048882341995388
facebook/nllb-moe-54b,123,0.07046045219667563
facebook/nllb-moe-54b,124,0.07012037443664187
facebook/nllb-moe-54b,125,0.0697816094514867
facebook/nllb-moe-54b,126,0.06945934629697548
facebook/nllb-moe-54b,127,0.06912610563097665
facebook/nllb-moe-54b,128,0.06924191191361029
facebook/nllb-moe-54b,129,0.06892291754681468
facebook/nllb-moe-54b,130,0.06862101434520795
facebook/nllb-moe-54b,131,0.07023663745952646
facebook/nllb-moe-54b,132,0.07118648954403528
facebook/nllb-moe-54b,133,0.0717733802690359
facebook/nllb-moe-54b,134,0.07146141959601793
facebook/nllb-moe-54b,135,0.07113456343564173
facebook/nllb-moe-54b,136,0.07083921967883833
facebook/nllb-moe-54b,137,0.07059266282158849
facebook/nllb-moe-54b,138,0.0704051101881884
facebook/nllb-moe-54b,139,0.07018119621357388
facebook/nllb-moe-54b,140,0.06990350102698217
facebook/nllb-moe-54b,141,0.06970664275968042
facebook/nllb-moe-54b,142,0.06943297376818114
facebook/nllb-moe-54b,143,0.06920658388359424
facebook/nllb-moe-54b,144,0.06897677267667701
facebook/nllb-moe-54b,145,0.06873495488167136
facebook/nllb-moe-54b,146,0.06845581037631954
facebook/nllb-moe-54b,147,0.06816661375543243
facebook/nllb-moe-54b,148,0.06787954009398312
facebook/nllb-moe-54b,149,0.06776441253048882
facebook/nllb-moe-54b,150,0.06804895364820984
facebook/nllb-moe-54b,151,0.06778461227081367
facebook/nllb-moe-54b,152,0.06797478147398128
facebook/nllb-moe-54b,153,0.06772501066389158
facebook/nllb-moe-54b,154,0.0675122293333088
facebook/nllb-moe-54b,155,0.06727942047063995
facebook/nllb-moe-54b,156,0.06702068184259957
facebook/nllb-moe-54b,157,0.0671556658308805
facebook/nllb-moe-54b,158,0.06914043351425803
facebook/nllb-moe-54b,159,0.06901381962199005
facebook/nllb-moe-54b,160,0.07330417515430487
facebook/nllb-moe-54b,161,0.07309863491009061
facebook/nllb-moe-54b,162,0.07287762842253787
facebook/nllb-moe-54b,163,0.07263890829629016
facebook/nllb-moe-54b,164,0.07253461713225984
facebook/nllb-moe-54b,165,0.07286374043107924
facebook/nllb-moe-54b,166,0.07258337328572217
facebook/nllb-moe-54b,167,0.07233182078261491
facebook/nllb-moe-54b,168,0.07267067603022692
facebook/nllb-moe-54b,169,0.07414749860676784
facebook/nllb-moe-54b,170,0.07394422199978767
facebook/nllb-moe-54b,171,0.07537449874205415
facebook/nllb-moe-54b,172,0.07574959660756986
facebook/nllb-moe-54b,173,0.07730666325947433
facebook/nllb-moe-54b,174,0.07927040875177216
facebook/nllb-moe-54b,175,0.07945090622235607
facebook/nllb-moe-54b,176,0.07955527411990504
facebook/nllb-moe-54b,177,0.08324740621663018
facebook/nllb-moe-54b,178,0.08297051341886497
facebook/nllb-moe-54b,179,0.08317278603253109
facebook/nllb-moe-54b,180,0.08299762851855563
facebook/nllb-moe-54b,181,0.08279544748333056
facebook/nllb-moe-54b,182,0.08342440036370036
facebook/nllb-moe-54b,183,0.08355738934918922
facebook/nllb-moe-54b,184,0.08338828899480744
facebook/nllb-moe-54b,185,0.08314169546614925
facebook/nllb-moe-54b,186,0.08325857299779327
facebook/nllb-moe-54b,187,0.0829747031589414
facebook/nllb-moe-54b,188,0.08281730209209504
facebook/nllb-moe-54b,189,0.08261513141012289
facebook/nllb-moe-54b,190,0.0837063546816681
facebook/nllb-moe-54b,191,0.08345134135035459
facebook/nllb-moe-54b,192,0.08319279944693658
facebook/nllb-moe-54b,193,0.08320015787940749
facebook/nllb-moe-54b,194,0.08299362435869528
facebook/nllb-moe-54b,195,0.08275484393923249
facebook/nllb-moe-54b,196,0.0829421601796072
facebook/nllb-moe-54b,197,0.08270000767154673
facebook/nllb-moe-54b,198,0.08270195500499966
facebook/nllb-moe-54b,199,0.08556415539782503
facebook/nllb-moe-54b,200,0.08552888585551788
facebook/nllb-moe-54b,201,0.08531322830155275
facebook/nllb-moe-54b,202,0.08511077940798173
facebook/nllb-moe-54b,203,0.08484867184389411
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,2,0.10366629255518145
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,3,0.09114262126310324
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,4,0.08983946188967895
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,5,0.08162644494017446
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,6,0.07364249843063386
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,7,0.06918719713761701
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,8,0.0657550710762882
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,9,0.06396093400735925
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,10,0.060447385756255745
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,11,0.06256193203037475
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,12,0.059550557103804636
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,13,0.057527238611118525
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,14,0.05718040230577959
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,15,0.0561884986909813
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,16,0.054157227627363635
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,17,0.05412604295070467
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,18,0.06092791149125465
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,19,0.05898726176765412
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,20,0.05982644942082449
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,21,0.08143062447174132
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,22,0.0810373323443705
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,23,0.07893353641838141
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,24,0.07838534427710808
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,25,0.07636500964826509
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,26,0.08624419486901669
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,27,0.08638862296407002
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,28,0.08579603572258021
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,29,0.09803696363823189
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,30,0.09612666586367502
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,31,0.0950421783112565
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,32,0.09376573359548934
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,33,0.09255163208215378
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,34,0.0931769641966329
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,35,0.0915188311470354
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,36,0.09013895218280177
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,37,0.09030798508985849
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,38,0.08885383262383706
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,39,0.08751060967132318
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,40,0.09101127657373187
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,41,0.09265505527476603
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,42,0.0924128913134421
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,43,0.09608162173600565
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,44,0.09475066653363706
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,45,0.09452987215598041
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,46,0.09505563877556189
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,47,0.0981900339972579
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,48,0.10342200136317525
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,49,0.10472565465385753
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,50,0.1035253551808879
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,51,0.10351280663599827
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,52,0.10236463535751028
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,53,0.10167939757691635
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,54,0.10203656917039505
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,55,0.10220642300409155
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,56,0.1038976379247345
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,57,0.1033768924528169
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,58,0.10822911271128888
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,59,0.11035523688195714
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,60,0.11198429170471469
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,61,0.11434403920528236
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,62,0.11519380446974181
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,63,0.12418626835979873
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,64,0.12356193209435906
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,65,0.12775834569775912
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,66,0.1279550914675085
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,67,0.12730693384774794
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,68,0.20968032820803706
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,69,0.2077761199078132
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,70,0.20612772977569738
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,71,0.25708404664226103
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,72,0.25530686662116286
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,73,0.2565977134671982
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,74,0.25471299511271317
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,75,0.2960182701075378
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,76,0.2942317267309673
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,77,0.2921344228412486
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,78,0.28990526098796643
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,79,0.2892305311292087
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,80,0.28703124960220117
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,81,0.28495019065041927
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,82,0.3168546529519374
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,83,0.31462042116766753
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,84,0.3123780857052756
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,85,0.32515629002967605
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,86,0.32299331305362067
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,87,0.32118106231303045
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,88,0.31985302730155407
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,89,0.3177163811844945
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,90,0.31601420963125904
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,91,0.3141628957484046
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,92,0.3146100133103047
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,93,0.31261337126566335
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,94,0.310814869468661
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,95,0.3088267103884679
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,96,0.307386244053206
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,97,0.30556236588385155
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,98,0.304217302351693
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,99,0.3025577293725745
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,100,0.30079968432398774
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,101,0.2990065988136743
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,102,0.29867668914354284
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,103,0.301009128235707
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,104,0.3002528024669704
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,105,0.29848942088679364
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,106,0.29691700592134973
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,107,0.29559400530866986
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,108,0.3165721247762072
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,109,0.3148593538551474
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,110,0.3131535436578172
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,111,0.31149532593522067
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,112,0.30980217338674443
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,113,0.30816374826636395
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,114,0.3065241963753367
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,115,0.30487366438303987
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,116,0.30329012796944865
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,117,0.312108844568856
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,118,0.310541165521645
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,119,0.3091973687229881
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,120,0.30774987631962025
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,121,0.3063513184937141
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,122,0.30521412109783275
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,123,0.3037085000754969
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,124,0.30219901882815137
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,125,0.30069623694246617
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,126,0.2991984457773684
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,127,0.29772769267252297
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,128,0.3172566334574425
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,129,0.31574642993992463
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,130,0.3142621737409923
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,131,0.3131659594933107
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,132,0.3119318208597046
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,133,0.31161106402342464
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,134,0.31173457992990405
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,135,0.3120218723737116
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,136,0.3105946615385249
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,137,0.3104087132995039
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,138,0.30900815984366203
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,139,0.307672199679778
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,140,0.3078489349972402
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,141,0.3064800852012388
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,142,0.30512061965101056
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,143,0.3040964474274055
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,144,0.30412057724986696
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,145,0.3042970982225699
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,146,0.30517911381807883
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,147,0.30406669826297494
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,148,0.302815819863675
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,149,0.3017053644840011
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,150,0.3014022252202171
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,151,0.30023781960307105
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,152,0.29944261472125944
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,153,0.2984361837720435
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,154,0.2973787866619988
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,155,0.2961565724851909
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,156,0.29497398098639405
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,157,0.29432565957266865
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,158,0.2934438400790458
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,159,0.2923579723415941
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,160,0.30669478303789455
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,161,0.305496450381318
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,162,0.3045558128108754
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,163,0.30341456694974256
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,164,0.3023903449054348
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,165,0.30160653842498153
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,166,0.30060756960877644
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,167,0.2995213848271152
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,168,0.29898504934174963
nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,169,0.2980552362341278
